LXCat, www.lxcat.net
Generated on 28 Mar 2026. All rights reserved.

RECOMMENDED REFERENCE FORMAT
- Biagi database, www.lxcat.net, retrieved on March 28, 2026.
Be aware that some databases and solvers can additionally have instructions how to reference corresponding data.
Please check below in the headers of databases.

CROSS SECTION DATA FORMAT
In downloaded files, each collision process is defined by a block consisting of
1st line
Keyword in capitals indicating the type of the collision. Possible collision types are elastic, effective, excitation,
ionization, or attachment (capital letters required, key words are case sensitive), where "elastic" is used to denote
the elastic momentum transfer cross section and where "effective" denotes the total momentum transfer cross section (sum
of elastic momentum transfer and total inelastic cross sections).  The latter is useful for solving the Boltzmann
equation in the 2-term approximation.
2nd line
Name of the target particle species. This name is a character string, freely chosen by the user, e.g. "Ar". Optionally
for excitation processes, the name of the corresponding excited state can be specified on the same line, separated from
the first name either by arrow "->" (dash + greater than) or by double-head arrow "<->" (less than + dash +
greater than), e.g. "Ar -> Ar*" and "Ar <-> Ar*", respectively. In the later case BOLSIG+ will automatically
define the inverse superelastic process, constructing the superelastic cross-section by detailed balancing, and
considering the indicated excited state as the target. In this case, the ratio of statistical weights must be input in
the 3rd line (see below).
3rd line
For elastic and effective collisions, the ratio of the electron mass to the target particle mass. For excitation or
ionization collisions, the electron energy loss (nominally the threshold energy) in eV. For attachment, the 3rd line is
missing. In case of an excitation process where an excited state has been indicated on the 2nd line using double-head
arrow "<->", the 3rd line must specify also ratio of the statistical weights of the final state to the initial state
as the second parameter in 3rd line this is needed by BOLSIG+ to calculate the de-excitation cross-section. The
statistical weight ratio, if given, will also be used by the automatic superelastics option in BOLSIG+. If this ratio is
not provided then BOLSIG+ will assume it unity.
from 4th line (optionally)
User comments and reference information, maximum 100 lines. The only constraint on format is that these comment lines
must not start with a number.
Finally
Table of the cross section as a function of energy. The table starts and ends by a line of dashes "------" (at least 5),
and has otherwise two numbers per line: the energy in eV and the cross section in m2.

xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
DATABASE:         Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)
PERMLINK:         www.lxcat.net/Biagi
DESCRIPTION:      These data were transcribed from S.F. Biagi's FORTRAN code, MagBoltz, versions 8.9 and later. The
                  exact version number is given for each species.   At this time, the Biagi database contains cross
                  sections for rare gases, for a few simple molecules, and for SF6. The transcription of cross sections
                  for other gases is in progress. These data were compiled for use a Monte Carlo simulation (or
                  multi-term Boltzmann code), but their use in a 2-term Boltzmann solver gives reasonably accurate
                  results in most cases. The the LXCat data tables do not always have the same energy resolution as the
                  original data in the MagBoltz code. This limited energy resolution can introduce small (1%)
                  differences in the calculated drift velocity at low E/N. 
                  For history and detailed notes, see http://consult.cern.ch/writeup/magboltz/ 
                  
                  Oct 2011 : update of Ar and Kr data taken from MagBoltz version 8.97 Nov 2011 : small changes in Xe
                  ionization cross sections, taken from MagBoltz v8.97
                  March 2015: cross sections for SF6 were transcribed from Magboltz version 10.6 from February 2014.
CONTACT:          email Stephen.biagi@@hotmail.co.uk
HOW TO REFERENCE: Fortran program, MAGBOLTZ, S.F. Biagi.  The version number of MAGBOLTZ from which the cross sections
                  were transcribed is provided in the comment for each species.  This version number must be included in
                  the reference.
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx

************************************************************************************************************************

COMMENT: Extracted from MagBoltz V8.97.

********************************************************** Xe **********************************************************

ELASTIC
Xe
 4.200000e-6
SPECIES: e / Xe
PROCESS: E + Xe -> E + Xe, Elastic
PARAM.:  m/M = 0.0000042, complete set
COMMENT: Elastic Momentum Transfer.
UPDATED: 2013-04-19 14:56:42
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 0.000000e+0	1.220000e-18
 1.000000e-4	1.220000e-18
 1.000000e-3	1.150000e-18
 5.000000e-3	9.700000e-19
 7.000000e-3	9.110000e-19
 1.000000e-2	8.390000e-19
 2.000000e-2	6.730000e-19
 3.000000e-2	5.610000e-19
 3.514000e-2	5.143070e-19
 7.152000e-2	3.119150e-19
 1.091700e-1	2.026200e-19
 1.481500e-1	1.360930e-19
 1.885000e-1	9.269560e-20
 2.302700e-1	6.291420e-20
 2.735000e-1	4.327490e-20
 3.182600e-1	2.922920e-20
 3.645800e-1	1.949420e-20
 4.125400e-1	1.279860e-20
 4.621800e-1	8.277060e-21
 5.135600e-1	5.318070e-21
 5.667500e-1	3.555770e-21
 6.218100e-1	2.748970e-21
 7.378000e-1	3.959240e-21
 7.988700e-1	5.586910e-21
 8.620900e-1	7.517850e-21
 9.275200e-1	9.751120e-21
 9.952600e-1	1.239780e-20
 1.065380e+0	1.549480e-20
 1.137960e+0	1.909240e-20
 1.213090e+0	2.323290e-20
 1.290870e+0	2.791280e-20
 1.371370e+0	3.311990e-20
 1.454710e+0	3.888300e-20
 1.540970e+0	4.507280e-20
 1.630270e+0	5.172510e-20
 1.722700e+0	5.886420e-20
 1.818380e+0	6.569230e-20
 1.917430e+0	7.316110e-20
 2.019950e+0	8.110350e-20
 2.126080e+0	8.874580e-20
 2.235940e+0	9.696730e-20
 2.349650e+0	1.058070e-19
 2.467370e+0	1.153050e-19
 2.589220e+0	1.248140e-19
 2.715350e+0	1.346910e-19
 2.845920e+0	1.452090e-19
 2.981070e+0	1.564070e-19
 3.120980e+0	1.687010e-19
 3.265800e+0	1.818740e-19
 3.415700e+0	1.959200e-19
 3.570880e+0	2.095590e-19
 3.731510e+0	2.222950e-19
 3.897790e+0	2.356760e-19
 4.069910e+0	2.489900e-19
 4.248070e+0	2.617720e-19
 4.432500e+0	2.750990e-19
 4.623410e+0	2.866980e-19
 4.821030e+0	2.973770e-19
 5.025600e+0	3.074230e-19
 5.237350e+0	3.108670e-19
 5.456540e+0	3.143260e-19
 5.683440e+0	3.179930e-19
 5.918310e+0	3.217260e-19
 6.413100e+0	3.171660e-19
 6.673610e+0	3.138530e-19
 6.943280e+0	3.106530e-19
 7.222430e+0	3.021880e-19
 7.511380e+0	2.926690e-19
 7.810490e+0	2.834910e-19
 8.120110e+0	2.721520e-19
 8.440610e+0	2.575290e-19
 8.772370e+0	2.437470e-19
 9.115790e+0	2.301650e-19
 9.471290e+0	2.162840e-19
 9.839270e+0	2.032860e-19
 1.022018e+1	1.915410e-19
 1.061449e+1	1.808120e-19
 1.102264e+1	1.707160e-19
 1.144515e+1	1.612130e-19
 1.188250e+1	1.522650e-19
 1.233521e+1	1.442020e-19
 1.280384e+1	1.367100e-19
 1.328894e+1	1.296260e-19
 1.379108e+1	1.229260e-19
 1.431087e+1	1.165870e-19
 1.484893e+1	1.105900e-19
 1.540590e+1	1.049200e-19
 1.598244e+1	9.955340e-20
 1.657924e+1	9.447230e-20
 1.719701e+1	8.966040e-20
 1.783649e+1	8.510250e-20
 1.849845e+1	8.085420e-20
 1.918366e+1	7.684730e-20
 1.989296e+1	7.304570e-20
 2.062719e+1	7.004120e-20
 2.138721e+1	6.726570e-20
 2.217395e+1	6.460450e-20
 2.298833e+1	6.205250e-20
 2.383133e+1	5.960480e-20
 2.470396e+1	5.725710e-20
 2.560725e+1	5.559830e-20
 2.654229e+1	5.427760e-20
 2.751018e+1	5.298990e-20
 2.851209e+1	5.173440e-20
 2.954921e+1	5.051000e-20
 3.062278e+1	4.962520e-20
 3.173407e+1	4.898150e-20
 3.288442e+1	4.834690e-20
 3.407519e+1	4.772110e-20
 3.530781e+1	4.710410e-20
 3.658374e+1	4.649560e-20
 3.790451e+1	4.589560e-20
 3.927170e+1	4.530390e-20
 4.068694e+1	4.373830e-20
 4.215191e+1	4.122920e-20
 4.366836e+1	3.886600e-20
 4.523810e+1	3.663990e-20
 4.686301e+1	3.454290e-20
